full_url,short,category,raw_tokens,readability_tokens,lean_tokens,jina_tokens,lean_over_raw,lean_over_read,lean_over_jina,jina_keep,word_keep,lean_partial,lean_extractor
https://en.wikipedia.org/wiki/Machine_learning,en.wikipedia.org/wiki/Machine_learning,reference,231647,62724,30046,137020,7.7,2.09,4.56,0.54,0.89,0,readability
https://en.wikipedia.org/wiki/Deep_learning,en.wikipedia.org/wiki/Deep_learning,reference,266274,76217,38652,144355,6.9,1.97,3.73,0.6,0.89,0,readability
https://en.wikipedia.org/wiki/Python_(programming_language),en.wikipedia.org/wiki/Python_(programming_langua,reference,200832,46047,24707,112749,8.1,1.86,4.56,0.51,0.92,0,readability
https://en.wikipedia.org/wiki/JavaScript,en.wikipedia.org/wiki/JavaScript,reference,141942,30051,14966,78827,9.5,2.01,5.27,0.48,0.9,0,readability
https://en.wikipedia.org/wiki/Linux,en.wikipedia.org/wiki/Linux,reference,191707,46319,21482,110852,8.9,2.16,5.16,0.47,0.88,0,readability
https://en.wikipedia.org/wiki/Cryptography,en.wikipedia.org/wiki/Cryptography,reference,159819,40545,19368,105236,8.3,2.09,5.43,0.48,0.87,0,readability
https://en.wikipedia.org/wiki/Quantum_computing,en.wikipedia.org/wiki/Quantum_computing,reference,234314,62215,27067,126093,8.7,2.3,4.66,0.52,0.85,0,readability
https://en.wikipedia.org/wiki/Climate_change,en.wikipedia.org/wiki/Climate_change,reference,486752,129512,64559,239517,7.5,2.01,3.71,0.61,0.9,0,readability
https://en.wikipedia.org/wiki/Photosynthesis,en.wikipedia.org/wiki/Photosynthesis,reference,213460,53832,23193,126557,9.2,2.32,5.46,0.49,0.86,0,readability
https://en.wikipedia.org/wiki/DNA,en.wikipedia.org/wiki/DNA,reference,273076,77604,35512,143449,7.7,2.19,4.04,0.62,0.89,0,readability
https://en.wikipedia.org/wiki/Roman_Empire,en.wikipedia.org/wiki/Roman_Empire,reference,460118,124541,62554,305420,7.4,1.99,4.88,0.5,0.89,0,readability
https://en.wikipedia.org/wiki/Albert_Einstein,en.wikipedia.org/wiki/Albert_Einstein,reference,354182,97136,48196,109767,7.3,2.02,2.28,0.74,0.89,0,readability
https://en.wikipedia.org/wiki/Bitcoin,en.wikipedia.org/wiki/Bitcoin,reference,174864,42541,19824,93129,8.8,2.15,4.7,0.52,0.9,0,readability
https://en.wikipedia.org/wiki/Database,en.wikipedia.org/wiki/Database,reference,109595,25988,14938,73054,7.3,1.74,4.89,0.52,0.91,0,readability
https://en.wikipedia.org/wiki/Operating_system,en.wikipedia.org/wiki/Operating_system,reference,130866,32878,17034,82800,7.7,1.93,4.86,0.55,0.9,0,readability
https://en.wikipedia.org/wiki/World_War_II,en.wikipedia.org/wiki/World_War_II,reference,412493,127469,55732,138930,7.4,2.29,2.49,0.71,0.84,0,readability
https://en.wikipedia.org/wiki/Evolution,en.wikipedia.org/wiki/Evolution,reference,424089,138300,55257,236527,7.7,2.5,4.28,0.59,0.84,0,readability
https://www.paulgraham.com/wealth.html,paulgraham.com/wealth.html,blog,15893,10681,10519,11386,1.5,1.02,1.08,0.99,1,0,defuddle
https://www.paulgraham.com/ds.html,paulgraham.com/ds.html,blog,9981,5283,5122,6533,1.9,1.03,1.28,0.98,1,0,defuddle
https://www.paulgraham.com/greatwork.html,paulgraham.com/greatwork.html,blog,19184,14010,13806,15255,1.4,1.01,1.1,0.99,1,0,defuddle
https://www.paulgraham.com/love.html,paulgraham.com/love.html,blog,12302,4962,5451,6632,2.3,0.91,1.22,0.98,1.12,0,defuddle
https://www.paulgraham.com/startupideas.html,paulgraham.com/startupideas.html,blog,13197,8552,8404,9513,1.6,1.02,1.13,0.99,1,0,defuddle
https://www.paulgraham.com/makersschedule.html,paulgraham.com/makersschedule.html,blog,4919,1401,1340,1766,3.7,1.05,1.32,0.94,1,0,defuddle
https://www.paulgraham.com/superlinear.html,paulgraham.com/superlinear.html,blog,8215,5138,4983,5744,1.6,1.03,1.15,0.99,1,0,defuddle
https://www.paulgraham.com/founders.html,paulgraham.com/founders.html,blog,3280,1086,954,1311,3.4,1.14,1.37,0.94,1.01,0,defuddle
https://www.paulgraham.com/13sentences.html,paulgraham.com/13sentences.html,blog,5480,1290,1617,2606,3.4,0.8,1.61,0.95,1.34,0,defuddle
https://www.paulgraham.com/avg.html,paulgraham.com/avg.html,blog,10315,5340,5272,5834,2,1.01,1.11,0.98,1,0,defuddle
https://overreacted.io/a-complete-guide-to-useeffect/,overreacted.io/a-complete-guide-to-useeffect/,blog,231276,17232,15735,18942,14.7,1.1,1.2,0.97,0.99,0,defuddle
https://overreacted.io/the-elements-of-ui-engineering/,overreacted.io/the-elements-of-ui-engineering/,blog,12637,2634,2541,2957,5,1.04,1.16,0.96,1,0,defuddle
https://jvns.ca/blog/2023/06/28/notes-on-using-systemd-timers/,jvns.ca/blog/2023/06/28/notes-on-using-systemd-t,blog,,,,716,,,,,,,
https://jvns.ca/blog/2022/04/12/a-list-of-new-ish--command-line-tools/,jvns.ca/blog/2022/04/12/a-list-of-new-ish--comma,blog,6202,1843,823,4134,7.5,2.24,5.02,0.57,0.99,0,defuddle
https://martinfowler.com/articles/microservices.html,martinfowler.com/articles/microservices.html,blog,21881,7107,7872,16546,2.8,0.9,2.1,0.76,1.19,0,defuddle
https://martinfowler.com/bliki/CQRS.html,martinfowler.com/bliki/CQRS.html,blog,6997,1761,1342,3641,5.2,1.31,2.71,0.8,0.96,0,defuddle
https://blog.codinghorror.com/the-best-code-is-no-code-at-all/,blog.codinghorror.com/the-best-code-is-no-code-a,blog,16382,1254,935,3640,17.5,1.34,3.89,0.5,1,0,defuddle
https://www.joelonsoftware.com/2000/04/06/things-you-should-never-do-part-i/,joelonsoftware.com/2000/04/06/things-you-should-,blog,16139,1893,1736,3512,9.3,1.09,2.02,0.7,1,0,defuddle
https://danluu.com/input-lag/,danluu.com/input-lag/,blog,16372,11572,6956,16768,2.4,1.66,2.41,0.93,1.06,0,defuddle
https://simonwillison.net/2023/Aug/3/weird-world-of-llms/,simonwillison.net/2023/Aug/3/weird-world-of-llms,blog,26958,18124,8824,14806,3.1,2.05,1.68,0.91,0.69,0,defuddle
https://lilianweng.github.io/posts/2023-06-23-agent/,lilianweng.github.io/posts/2023-06-23-agent/,blog,33566,11273,9594,14421,3.5,1.18,1.5,0.94,1,0,defuddle
https://karpathy.github.io/2015/05/21/rnn-effectiveness/,karpathy.github.io/2015/05/21/rnn-effectiveness/,blog,23040,12619,11215,14286,2.1,1.13,1.27,0.95,1,0,defuddle
https://stripe.com,stripe.com,marketing,229260,1887,1254,7256,182.8,1.5,5.79,0.35,1.14,0,defuddle
https://vercel.com,vercel.com,marketing,195088,225,225,4044,867.1,1,17.97,0.15,1,0,readability
https://www.openai.com,openai.com,marketing,190153,593,169,51,1125.2,3.51,0.3,3.57,1.34,0,defuddle
https://www.anthropic.com,anthropic.com,marketing,77223,152,129,5033,598.6,1.18,39.02,0.08,1,0,readability
https://github.com,github.com,marketing,234277,459,36232,,6.5,0.01,,,19.85,0,defuddle
https://www.cloudflare.com,cloudflare.com,marketing,614776,278,628,3490,978.9,0.44,5.56,0.32,2.12,0,defuddle
https://www.netlify.com,netlify.com,marketing,186937,748,503,5996,371.6,1.49,11.92,0.16,0.97,0,readability
https://supabase.com,supabase.com,marketing,146060,1217,2404,,60.8,0.51,,,10.12,0,defuddle
https://tailwindcss.com,tailwindcss.com,marketing,408776,469,1683,3945,242.9,0.28,2.34,0.7,3.19,0,defuddle
https://www.python.org,python.org,marketing,13757,855,225,7674,61.1,3.8,34.11,0.08,0.89,0,defuddle
https://nodejs.org/en,nodejs.org/en,marketing,183651,158,158,1401,1162.3,1,8.87,0.26,1.05,0,defuddle
https://react.dev,react.dev,marketing,107896,1032,1037,5106,104,1,4.92,0.49,1.04,0,defuddle
https://nextjs.org,nextjs.org,marketing,112209,67,1097,4214,102.3,0.06,3.84,0.57,32.92,0,defuddle
https://vuejs.org,vuejs.org,marketing,34746,786,329,3216,105.6,2.39,9.78,0.4,1,0,readability
https://svelte.dev,svelte.dev,marketing,37718,145,157,2925,240.2,0.92,18.63,0.3,1.39,0,defuddle
https://astro.build,astro.build,marketing,168646,1278,827,4759,203.9,1.55,5.75,0.47,0.96,0,defuddle
https://www.mongodb.com,mongodb.com,marketing,308835,938,620,14530,498.1,1.51,23.44,0.21,1.34,0,defuddle
https://redis.io,redis.io,marketing,1197239,1029,289,5946,4142.7,3.56,20.57,0.12,0.84,0,defuddle
https://news.ycombinator.com/item?id=1,news.ycombinator.com/item?id=1,discussion,2280,15,98,1510,23.3,0.15,15.41,0.3,4.58,0,defuddle
https://news.ycombinator.com/item?id=100,news.ycombinator.com/item?id=100,discussion,1244,185,80,1120,15.6,2.31,14,0.39,4.14,0,readability
https://stackoverflow.com/questions/11227809/why-is-processing-a-sorted-array-faster-than-processing-an-unsorted-array,stackoverflow.com/questions/11227809/why-is-proc,discussion,,,5962,52583,,,8.82,0.16,,0,defuddle
https://stackoverflow.com/questions/231767/what-does-the-yield-keyword-do-in-python,stackoverflow.com/questions/231767/what-does-the,discussion,,,4291,41914,,,9.77,0.15,,0,defuddle
https://stackoverflow.com/questions/292357/what-is-the-difference-between-git-pull-and-git-fetch,stackoverflow.com/questions/292357/what-is-the-d,discussion,,,2121,33148,,,15.63,0.12,,0,defuddle
https://stackoverflow.com/questions/111102/how-do-javascript-closures-work,stackoverflow.com/questions/111102/how-do-javasc,discussion,,,2001,36248,,,18.11,0.09,,0,defuddle
https://stackoverflow.com/questions/2003505/how-do-i-delete-a-git-branch-locally-and-remotely,stackoverflow.com/questions/2003505/how-do-i-del,discussion,,,2847,31882,,,11.2,0.18,,0,defuddle
https://stackoverflow.com/questions/1789945/how-to-check-whether-a-string-contains-a-substring-in-javascript,stackoverflow.com/questions/1789945/how-to-check,discussion,,,932,14727,,,15.8,0.14,,0,defuddle
https://en.wikipedia.org/wiki/Functional_programming,en.wikipedia.org/wiki/Functional_programming,reference,132578,34109,16613,71430,8,2.05,4.3,0.57,0.87,0,readability
https://en.wikipedia.org/wiki/Object-oriented_programming,en.wikipedia.org/wiki/Object-oriented_programmin,reference,108279,24537,11391,66427,9.5,2.15,5.83,0.48,0.86,0,readability
https://en.wikipedia.org/wiki/Git,en.wikipedia.org/wiki/Git,reference,114730,28524,15569,54650,7.4,1.83,3.51,0.65,0.94,0,readability
https://en.wikipedia.org/wiki/Docker_(software),en.wikipedia.org/wiki/Docker_(software),reference,67187,11886,6399,31293,10.5,1.86,4.89,0.46,0.91,0,readability
https://en.wikipedia.org/wiki/Kubernetes,en.wikipedia.org/wiki/Kubernetes,reference,117518,25910,14800,54900,7.9,1.75,3.71,0.59,0.95,0,readability
https://en.wikipedia.org/wiki/Application_programming_interface,en.wikipedia.org/wiki/Application_programming_in,reference,83554,18995,10073,45646,8.3,1.89,4.53,0.57,0.91,0,readability
https://docs.python.org/3/library/re.html,docs.python.org/3/library/re.html,techdocs,72262,19938,16560,24793,4.4,1.2,1.5,0.9,0.96,0,defuddle
https://docs.python.org/3/library/datetime.html,docs.python.org/3/library/datetime.html,techdocs,122909,32581,26512,41770,4.6,1.23,1.58,0.96,1.04,0,defuddle
https://react.dev/reference/react/useMemo,react.dev/reference/react/useMemo,techdocs,152002,7152,6913,15586,22,1.03,2.25,0.78,1.11,0,defuddle
https://www.rust-lang.org/learn,rust-lang.org/learn,marketing,4678,535,435,1622,10.8,1.23,3.73,0.61,1.11,0,defuddle
https://expressjs.com/en/starter/installing.html,expressjs.com/en/starter/installing.html,techdocs,43241,272,240,7727,180.2,1.13,32.2,0.15,1.01,0,defuddle
https://flask.palletsprojects.com/en/stable/quickstart/,flask.palletsprojects.com/en/stable/quickstart/,techdocs,,,,11464,,,,,,,
